date,PB01,PB02,PB03,PB04,PB05,PB06,PB07,PB08,BB01,BB02,BB03,BB04,BB05,BB06,BB07,VB01,VB02,VB03,VB04,VB05
2018-11-05,1,0,1,1,1,1,0.02384,0.00665,0,0,1,0,1,0.9589,0.00831,0,1,0,1,-0.19406
2018-11-06,1,0,1,1,1,1,0.02311,0.00733,0,0,0,0,1,0.84738,0.00734,0,1,0,0,-0.06213
2018-11-07,1,0,1,1,1,1,0.02587,0.00808,0,0,0,0,1,0.89063,0.00679,1,1,0,0,0.04454
2018-11-08,1,0,1,1,1,1,0.02719,0.00883,0,0,1,0,1,0.88321,0.00623,0,1,0,0,-0.06504
2018-11-09,1,0,1,1,1,0,0.02329,0.00934,0,0,1,0,1,0.69665,0.00634,1,1,0,0,0.06505
2018-11-12,1,0,1,1,0,0,0.01693,0.00947,0,0,0,0,1,0.42512,0.00638,1,1,0,1,0.0995
2018-11-13,1,0,1,1,1,1,0.03197,0.01024,1,0,1,0,1,1.00089,0.00687,1,1,0,0,0.39092
2018-11-14,1,0,1,1,1,0,0.02902,0.01092,0,0,1,0,0,0.80983,0.00666,1,0,0,1,0.04686
2018-11-15,1,0,1,1,0,0,0.01625,0.01093,0,0,0,0,0,0.30676,0.00687,0,0,0,1,-0.04931
2018-11-16,1,0,1,1,1,0,0.02112,0.01104,0,0,0,0,0,0.48192,0.00704,0,0,0,0,-0.0955
2018-11-19,1,0,1,1,1,0,0.02529,0.01138,0,0,0,0,0,0.62425,0.00724,1,1,0,0,0.11172
2018-11-20,1,1,1,1,0,0,0.01877,0.01143,0,0,0,0,0,0.3561,0.00752,0,0,0,1,-0.02616
2018-11-21,1,1,1,1,1,0,0.02476,0.01168,0,0,0,0,1,0.61624,0.00782,0,1,0,0,-0.07338
2018-11-22,1,1,1,1,1,1,0.03204,0.01229,0,0,0,0,1,0.93871,0.00739,1,1,0,0,0.27035
2018-11-23,1,1,1,1,1,1,0.03776,0.01316,1,0,0,0,0,1.08349,0.00779,1,1,0,0,0.04214
2018-11-26,1,1,1,1,1,1,0.04642,0.01437,1,0,1,0,0,1.24797,0.00847,1,1,0,1,0.20153
2018-11-27,1,1,1,1,1,0,0.03558,0.01512,0,0,0,0,0,0.80552,0.00889,0,1,0,0,-0.02151
2018-11-28,1,1,1,1,1,0,0.03798,0.01576,0,0,0,0,0,0.85944,0.00931,0,1,0,0,-0.31254
2018-11-29,1,1,1,1,1,0,0.03099,0.01609,0,0,0,0,0,0.59614,0.00978,1,1,0,0,0.26356
2018-11-30,1,1,1,1,1,0,0.03101,0.0163,0,0,0,0,0,0.58469,0.0098,0,1,0,0,-0.20326
2018-12-03,1,1,1,1,0,0,0.02931,0.01641,0,0,0,0,0,0.51319,0.00904,0,0,0,0,-0.04284
2018-12-04,1,1,1,1,0,0,0.0211,0.01616,0,0,0,0,0,0.19396,0.00933,1,0,0,0,0.00235
2018-12-05,1,1,1,1,0,0,0.0252,0.01598,0,0,0,0,0,0.36184,0.00899,1,0,0,1,0.04034
2018-12-06,1,1,1,1,1,0,0.02693,0.01595,0,0,0,0,0,0.4336,0.00898,0,1,0,1,-0.1742
2018-12-07,1,1,1,1,1,0,0.02978,0.01606,0,0,0,0,0,0.54748,0.00877,0,1,0,0,-0.16278
2018-12-10,1,1,1,1,0,0,0.01821,0.01573,0,0,0,0,1,0.0489,0.00953,0,1,0,0,-0.08299
2018-12-11,1,1,0,1,0,0,0.00767,0.01482,0,0,0,0,1,-0.42129,0.00972,1,1,0,0,0.19131
2018-12-12,1,1,0,1,0,0,0.00577,0.01376,0,0,0,0,1,-0.49117,0.00931,0,0,0,0,-0.26014
2018-12-13,1,1,0,1,0,0,0.00417,0.01271,0,0,0,0,1,-0.61978,0.00893,0,0,0,0,-0.15868
2018-12-14,1,1,0,1,0,0,0.00938,0.01198,0,0,0,0,1,-0.38617,0.00875,1,0,0,0,5e-05
2018-12-17,1,1,0,1,0,0,0.00742,0.01128,0,0,0,0,1,-0.48391,0.00818,1,0,0,0,0.06095
2018-12-18,1,1,0,1,0,0,0.00427,0.01049,0,0,0,0,1,-0.68145,0.00782,1,0,0,0,0.06677
2018-12-19,1,1,0,1,1,0,0.00851,0.00994,0,0,0,0,1,-0.44112,0.00757,0,0,0,0,-0.14423
2018-12-20,1,1,1,1,1,0,0.01682,0.00988,0,0,0,0,1,0.05536,0.00793,1,1,0,0,0.18127
2018-12-21,1,1,0,1,1,0,0.01094,0.00961,0,0,0,0,1,-0.22269,0.00787,0,0,0,0,-0.14442
2018-12-24,1,1,1,1,1,0,0.02225,0.00986,0,0,0,0,1,0.52462,0.00815,1,1,0,1,0.19458
2018-12-25,1,1,1,1,1,0,0.02276,0.01021,0,0,0,0,1,0.59398,0.00759,0,1,0,0,-0.21538
2018-12-26,1,1,1,1,1,1,0.02442,0.0106,0,0,0,0,1,0.74004,0.00739,0,1,0,1,-0.14417
2018-12-27,1,1,1,1,1,0,0.02329,0.01092,0,0,0,0,1,0.6812,0.00735,0,1,0,1,-0.19822
2018-12-28,1,1,1,1,1,1,0.02302,0.01119,0,0,0,0,1,0.67596,0.00653,0,1,0,0,-0.07038
2018-12-31,1,1,1,1,1,1,0.02309,0.01143,0,0,1,0,1,0.68079,0.00609,0,1,0,1,-0.05905
2019-01-01,1,1,1,1,1,1,0.0247,0.01172,0,0,1,0,0,0.72656,0.00609,0,1,0,1,-0.03522
2019-01-02,1,1,1,1,0,0,0.01722,0.01166,0,0,1,0,0,0.37524,0.00638,1,1,0,0,0.1554
2019-01-03,1,1,1,1,1,1,0.02693,0.01197,0,0,1,0,0,0.80647,0.0065,1,1,0,1,0.32789
2019-01-04,1,1,1,1,1,1,0.03623,0.01275,1,0,1,0,0,1.08851,0.00711,1,1,0,1,0.30355
2019-01-07,1,1,1,1,1,0,0.02786,0.0132,0,0,1,0,0,0.71525,0.00753,0,1,0,1,-0.22589
2019-01-08,1,1,1,1,1,1,0.03673,0.01389,0,0,1,0,0,0.9458,0.00797,1,1,0,0,0.15558
2019-01-09,1,1,1,1,1,0,0.03276,0.01445,0,0,1,0,0,0.76512,0.00768,0,1,0,1,-0.05911
2019-01-10,1,1,1,1,1,0,0.02686,0.01466,0,0,1,0,0,0.55289,0.00792,1,0,0,1,0.04877
2019-01-11,1,1,1,1,0,0,0.0253,0.01471,0,0,0,0,0,0.48712,0.00725,1,0,0,0,0.02031
2019-01-14,1,1,1,1,1,1,0.03724,0.01523,0,0,1,0,0,0.86779,0.0081,1,0,0,0,0.12197
2019-01-15,1,1,1,1,1,1,0.04503,0.01616,1,0,1,0,0,1.06799,0.00857,0,0,0,0,-0.09611
2019-01-16,1,1,1,1,1,1,0.04698,0.01718,1,0,1,0,0,1.05074,0.00873,1,1,0,1,0.00373
2019-01-17,1,1,1,1,1,1,0.05176,0.01831,1,0,1,0,0,1.07376,0.00908,1,1,0,1,0.11866
2019-01-18,1,1,1,1,1,0,0.04772,0.01926,0,0,1,0,0,0.90751,0.00908,0,1,0,0,-0.18225
2019-01-21,1,1,1,1,1,0,0.03987,0.01976,0,0,0,0,0,0.65363,0.00922,1,1,0,1,0.03573
2019-01-22,1,1,1,1,1,1,0.05004,0.02045,0,0,1,0,0,0.88207,0.00964,0,1,0,0,-0.0989
2019-01-23,1,1,1,1,1,1,0.0531,0.02135,0,0,1,0,0,0.89328,0.00926,0,1,0,0,-0.11898
2019-01-24,1,1,1,1,1,1,0.0635,0.02256,1,0,1,0,0,1.03975,0.00955,0,1,0,1,-0.00878
2019-01-25,1,1,1,1,1,0,0.04848,0.02336,0,0,1,0,0,0.66098,0.00995,1,1,0,0,0.16972
2019-01-28,1,1,1,1,1,0,0.04798,0.02377,0,0,0,0,0,0.63228,0.00919,0,1,0,0,-0.10273
2019-01-29,1,1,1,1,1,0,0.0408,0.0239,0,0,0,0,0,0.45735,0.00932,0,1,0,0,-0.05343
2019-01-30,1,1,1,1,1,1,0.05531,0.02434,0,0,1,0,0,0.79931,0.00998,1,1,1,0,2.03487
2019-01-31,1,1,1,1,0,0,0.04204,0.02461,0,0,0,0,0,0.46819,0.01065,1,1,0,1,0.09336
2019-02-01,1,1,1,1,1,1,0.05239,0.02491,0,0,0,0,0,0.71318,0.0108,1,1,0,0,0.25384
2019-02-04,1,1,1,1,1,1,0.05199,0.02538,0,0,0,0,0,0.69656,0.01045,0,1,0,0,-0.18937
2019-02-05,1,1,1,1,1,0,0.04967,0.02572,0,0,0,0,0,0.62656,0.01029,0,1,0,0,-0.52343
2019-02-06,1,1,1,1,1,1,0.06027,0.0263,0,0,0,0,0,0.86965,0.01092,1,1,0,0,0.24865
2019-02-07,1,1,1,1,1,1,0.06848,0.02728,1,0,1,0,0,1.03352,0.01204,1,1,0,0,0.11699
2019-02-08,1,1,1,1,1,0,0.05685,0.02803,0,0,0,0,0,0.76198,0.01275,0,1,0,0,-0.10802
2019-02-11,1,1,1,1,1,1,0.07797,0.02901,1,0,1,0,0,1.2008,0.01358,1,1,0,0,0.70565
2019-02-12,1,1,1,1,1,0,0.07139,0.03021,0,0,0,0,0,0.96401,0.01359,1,1,0,0,1.07282
2019-02-13,1,1,1,1,1,0,0.05014,0.03062,0,0,0,0,0,0.46469,0.0141,0,0,0,0,-0.02782
2019-02-14,1,1,1,1,0,0,0.03338,0.02999,0,0,0,0,0,0.06243,0.01501,0,0,0,1,-0.07494
2019-02-15,1,1,1,1,0,0,0.03844,0.02912,0,0,0,0,0,0.19525,0.01543,0,0,0,1,-0.10671
2019-02-18,1,1,1,1,0,0,0.05462,0.02891,0,0,0,0,0,0.63376,0.01613,1,0,0,1,0.02158
2019-02-19,1,1,1,1,1,1,0.07156,0.02956,1,0,0,0,0,1.01444,0.01596,0,1,0,0,-0.09302
2019-02-20,1,1,1,1,1,1,0.07621,0.03067,1,0,1,0,0,1.02775,0.01583,0,1,0,0,-0.39358
2019-02-21,1,1,1,1,1,1,0.07501,0.03177,0,0,0,0,0,0.91846,0.01487,0,1,0,1,-0.37123
2019-02-22,1,1,1,1,1,1,0.09372,0.03314,1,0,1,0,0,1.14902,0.01605,1,1,0,0,0.22266
2019-02-25,1,1,1,1,1,0,0.08968,0.03478,0,0,1,0,0,0.98099,0.0161,0,1,0,0,-0.34711
2019-02-26,1,1,1,1,1,0,0.07614,0.03589,0,0,0,0,0,0.72607,0.01591,1,0,0,0,0.95243
2019-02-27,1,1,1,1,1,1,0.08498,0.03666,0,0,0,0,0,0.83022,0.01523,0,0,0,0,-0.24779
2019-02-28,1,1,1,1,0,0,0.05541,0.03709,0,0,0,0,0,0.33637,0.01649,1,0,0,1,0.32221
2019-03-01,1,1,1,1,0,0,0.05188,0.03647,0,0,0,0,0,0.27644,0.01503,0,0,0,0,-0.29776
2019-03-04,1,1,1,1,0,0,0.05301,0.03583,0,0,0,0,0,0.30141,0.01524,0,0,0,0,-0.35617
2019-03-05,1,1,0,1,0,0,0.03391,0.03488,0,0,0,0,0,-0.08115,0.01535,1,0,0,0,0.10128
2019-03-06,1,1,0,1,0,0,0.02651,0.03326,0,0,0,0,0,-0.23866,0.01455,0,0,0,0,-0.34016
2019-03-07,1,1,0,1,0,0,0.02281,0.03147,0,0,0,0,0,-0.3056,0.01454,0,0,0,1,-0.36317
2019-03-08,1,1,0,1,0,0,-0.00051,0.02911,0,0,0,0,0,-0.77742,0.01501,1,0,0,0,0.13044
2019-03-11,1,1,0,1,0,0,0.00271,0.02641,0,0,0,0,0,-0.64504,0.01404,0,0,0,0,-0.43762
2019-03-12,1,1,0,1,0,0,-0.00199,0.02389,0,0,0,0,0,-0.67425,0.01378,0,0,0,0,-0.19003
2019-03-13,1,1,0,1,0,0,-0.02977,0.02047,0,1,0,1,0,-1.05226,0.01632,1,0,0,0,0.31351
2019-03-14,1,1,0,1,0,0,-0.02676,0.01688,0,0,0,1,0,-0.93453,0.0148,0,0,0,0,-0.36813
2019-03-15,1,1,0,1,0,0,-0.02795,0.01363,0,0,0,1,0,-0.87855,0.01505,0,0,0,1,-0.26083
2019-03-18,1,1,0,1,0,0,-0.01098,0.01148,0,0,0,1,0,-0.58755,0.015,1,0,0,0,0.29696
2019-03-19,1,1,0,1,0,0,-0.00844,0.00987,0,0,0,1,0,-0.5065,0.01523,0,1,0,0,-0.13321
2019-03-20,1,1,0,1,1,0,0.01473,0.00957,0,0,0,0,0,-0.15582,0.01486,1,1,0,1,0.09594
2019-03-21,1,1,1,1,1,0,0.03053,0.01024,0,0,0,0,0,0.09771,0.01529,0,1,0,1,-0.04984
2019-03-22,1,1,1,1,1,0,0.04974,0.01184,0,0,0,0,0,0.43135,0.0159,1,1,0,1,0.60092
2019-03-25,1,1,1,1,1,0,0.05261,0.01357,0,0,0,0,0,0.53837,0.01501,0,1,0,1,-0.20938
2019-03-26,1,1,1,1,1,0,0.04706,0.01494,0,0,0,0,0,0.50277,0.0151,0,1,0,0,-0.1599
2019-03-27,1,1,1,1,1,1,0.04956,0.01621,0,0,0,0,0,0.61754,0.01503,1,1,1,0,1.76363
2019-03-28,1,1,1,1,1,1,0.05099,0.01745,0,0,1,0,0,0.65199,0.01427,0,1,0,0,-0.15491
2019-03-29,1,1,1,1,1,1,0.0611,0.01895,0,0,1,0,0,0.79296,0.01441,1,1,0,0,0.00909
2019-04-01,1,1,1,1,0,0,0.04185,0.01978,0,0,0,0,0,0.5186,0.0156,1,1,0,0,0.18066
2019-04-02,1,1,1,1,0,0,0.03315,0.01989,0,0,1,0,0,0.3911,0.01436,0,1,0,0,-0.50374
2019-04-03,1,1,1,1,0,0,0.02932,0.0197,0,0,1,0,0,0.33416,0.01428,0,0,0,0,-0.43309
2019-04-04,1,1,1,1,0,0,0.02837,0.01943,0,0,1,0,0,0.31811,0.01432,0,0,0,1,-0.31518
2019-04-05,1,1,1,1,0,0,0.02965,0.01922,0,0,1,0,0,0.321,0.01372,0,0,0,0,-0.21497
2019-04-08,1,1,1,1,0,0,0.02685,0.01894,0,0,1,0,0,0.2665,0.01316,1,0,0,0,0.3881
2019-04-09,1,1,1,1,0,0,0.02639,0.01862,0,0,0,0,0,0.2444,0.01181,0,1,0,1,-0.15275
2019-04-10,1,1,0,1,0,0,0.00751,0.0176,0,0,0,0,0,-0.08465,0.01229,1,0,0,0,0.19692
2019-04-11,1,1,0,1,0,0,-0.01309,0.01549,0,0,0,1,0,-0.50721,0.01302,1,0,0,1,0.48745
2019-04-12,1,1,0,1,0,0,-0.01778,0.01303,0,0,0,1,1,-0.71376,0.0135,0,0,0,1,-0.30479
2019-04-15,1,1,0,0,0,0,-0.03388,0.00996,0,1,0,1,1,-1.05464,0.01449,1,0,0,0,1.52197
2019-04-16,1,1,0,0,0,0,-0.04673,0.00629,0,1,0,1,0,-1.2202,0.01552,0,0,0,0,-0.27427
2019-04-17,1,1,0,0,0,0,-0.05761,0.00221,0,1,0,1,0,-1.19183,0.01578,0,0,0,0,-0.22905
2019-04-18,0,1,0,0,0,0,-0.04919,-0.00103,0,0,0,1,0,-0.93361,0.01579,0,0,0,0,-0.47993
2019-04-19,0,1,0,0,0,0,-0.03115,-0.00279,0,0,0,1,0,-0.62656,0.01574,1,0,0,0,0.18674
2019-04-22,0,1,0,0,0,0,-0.03635,-0.00474,0,0,0,1,0,-0.64056,0.01536,0,0,0,1,-0.36789
2019-04-23,0,1,0,0,1,0,-0.03723,-0.00656,0,0,0,1,0,-0.60282,0.01557,0,0,0,1,-0.18879
2019-04-24,0,1,0,0,0,0,-0.06575,-0.01023,0,0,0,1,0,-0.86526,0.0182,1,0,0,0,0.42537
2019-04-25,0,1,0,0,0,0,-0.06133,-0.01305,0,0,0,1,0,-0.74838,0.01791,0,0,0,0,-0.33638
2019-04-26,0,1,0,0,0,0,-0.05081,-0.01482,0,0,0,1,0,-0.59644,0.01825,0,0,0,0,-0.12723
2019-04-29,0,1,0,0,0,0,-0.0464,-0.01621,0,0,0,1,0,-0.51486,0.01872,0,1,0,0,-0.19923
2019-04-30,0,1,0,0,0,0,-0.03622,-0.01672,0,0,0,1,0,-0.36842,0.01824,0,1,0,0,-0.00946
2019-05-01,0,1,0,0,1,0,-0.02542,-0.0165,0,0,0,0,0,-0.20997,0.01655,0,1,0,0,-0.22113
2019-05-02,0,1,1,0,1,0,-0.00567,-0.01497,0,0,0,0,0,0.08901,0.01713,0,1,0,0,-0.11614
2019-05-03,0,1,1,0,1,0,-0.00457,-0.0138,0,0,0,0,0,0.15765,0.01616,0,1,0,0,-0.28684
2019-05-06,0,1,0,0,1,0,-0.03696,-0.01516,0,0,0,0,1,-0.33794,0.01832,1,1,0,0,0.46661
2019-05-07,0,1,0,0,1,0,-0.02688,-0.0152,0,0,0,0,1,-0.13342,0.01846,0,1,0,0,-0.00535
2019-05-08,0,1,0,0,0,0,-0.03764,-0.01621,0,0,0,0,1,-0.38391,0.01902,0,1,0,0,-0.07015
2019-05-09,0,1,0,0,0,0,-0.04922,-0.01789,0,0,0,0,1,-0.69882,0.01895,1,0,0,1,0.09009
2019-05-10,0,1,0,0,0,0,-0.05432,-0.01966,0,0,0,0,1,-0.84455,0.01925,0,0,0,0,-0.18565
2019-05-13,0,1,0,0,0,0,-0.03548,-0.01961,0,0,0,0,1,-0.29273,0.02015,0,0,0,0,-0.00846
2019-05-14,0,1,0,0,0,0,-0.02769,-0.01928,0,0,0,0,1,-0.07049,0.01834,0,0,0,1,-0.25217
2019-05-15,0,1,1,0,1,0,-0.01309,-0.01797,0,0,0,0,1,0.33499,0.01896,0,1,0,0,-0.02353
2019-05-16,0,1,1,0,1,0,-0.01839,-0.01745,0,0,0,0,1,0.14585,0.01872,0,1,0,0,-0.29676
2019-05-17,0,1,0,0,1,0,-0.02801,-0.01764,0,0,0,0,1,-0.14787,0.01925,0,1,0,0,-0.2252
2019-05-20,0,1,0,0,0,0,-0.04009,-0.01863,0,0,0,0,1,-0.52134,0.01968,0,0,0,0,-0.00519
2019-05-21,0,1,0,0,0,0,-0.02879,-0.0184,0,0,0,0,1,-0.17854,0.01949,0,0,0,0,-0.06085
2019-05-22,0,1,0,0,0,0,-0.02854,-0.01838,0,0,0,0,1,-0.23253,0.01859,0,0,0,0,-0.52531
2019-05-23,0,1,1,0,0,0,-0.01748,-0.01749,0,0,0,0,1,0.07342,0.01887,0,0,0,1,-0.10533
2019-05-24,0,1,1,0,1,0,-0.0055,-0.01596,0,0,0,0,1,0.42466,0.01672,0,1,0,0,-0.13217
2019-05-27,0,1,1,0,1,0,0.0058,-0.01394,0,0,0,0,1,0.71582,0.01636,1,1,0,0,0.94428
2019-05-28,0,1,1,0,1,0,0.0081,-0.01211,0,0,0,0,1,0.71405,0.01576,0,1,0,0,-0.29093
2019-05-29,0,1,1,0,1,0,-0.0102,-0.01176,0,0,0,0,1,0.16406,0.01698,1,1,0,1,0.17769
2019-05-30,0,1,1,0,1,1,0.01854,-0.00927,0,0,0,0,1,0.99497,0.01812,1,1,0,0,0.26192
2019-05-31,0,1,1,1,1,1,0.02533,-0.00689,1,0,0,0,1,1.11189,0.01708,1,1,0,0,0.02259
2019-06-03,0,1,1,1,1,1,0.02934,-0.00454,1,0,0,0,1,1.03438,0.01663,0,1,0,0,-0.03911
2019-06-04,0,1,1,1,1,1,0.0287,-0.00248,0,0,0,0,1,0.90155,0.01618,0,1,0,0,-0.34278
2019-06-05,1,1,1,1,1,1,0.04157,0.00012,1,0,1,0,1,1.00945,0.0162,0,1,0,0,-0.0055
2019-06-06,1,1,1,1,1,1,0.06484,0.00366,1,0,1,0,0,1.19963,0.01644,1,1,0,0,0.26935
2019-06-07,1,1,1,1,1,0,0.05712,0.00647,0,0,1,0,0,0.96719,0.01578,0,1,0,0,-0.07254
2019-06-10,1,1,1,1,1,0,0.05583,0.00893,0,0,1,0,0,0.8567,0.01533,0,1,0,0,-0.07319
2019-06-11,1,1,1,1,1,0,0.05494,0.01111,0,0,1,0,0,0.77314,0.01495,0,1,0,0,-0.13643
2019-06-12,1,1,1,1,1,1,0.06344,0.01342,0,0,1,0,0,0.80994,0.01483,1,1,0,1,0.09933
2019-06-13,1,1,1,1,1,1,0.07,0.01585,0,0,1,0,0,0.81584,0.01458,1,1,0,0,0.0637
2019-06-14,1,1,1,1,1,0,0.06321,0.01786,0,0,1,0,0,0.6873,0.01449,0,1,0,0,-0.22182
2019-06-17,1,1,1,1,1,0,0.05222,0.01919,0,0,1,0,0,0.53523,0.01498,0,1,0,1,-0.15437
2019-06-18,1,1,1,1,1,0,0.05574,0.02034,0,0,1,0,0,0.55911,0.01332,0,1,0,1,-0.16693
2019-06-19,1,1,1,1,0,0,0.04993,0.02124,0,0,1,0,0,0.47296,0.01164,0,0,0,0,-0.24196
2019-06-20,1,1,1,1,0,0,0.036,0.02147,0,0,0,0,0,0.26294,0.01225,1,0,0,1,0.13671
2019-06-21,1,1,1,1,0,0,0.02715,0.02112,0,0,0,0,1,0.10555,0.0123,0,0,0,0,-0.24226
2019-06-24,1,1,1,1,0,0,0.02553,0.02057,0,0,0,0,1,0.05691,0.01199,0,0,0,0,-0.12968
2019-06-25,1,1,1,1,0,0,0.02618,0.02006,0,0,0,0,1,0.04556,0.01128,0,0,0,1,-0.21062
2019-06-26,1,1,1,1,0,0,0.02894,0.01972,0,0,0,0,1,0.06443,0.00995,0,0,0,1,-0.18318
2019-06-27,1,1,0,1,0,0,0.02574,0.01934,0,0,0,0,1,-0.04582,0.00986,1,0,0,1,0.12577
2019-06-28,1,1,0,1,1,0,0.02231,0.01882,0,0,0,0,1,-0.18522,0.00989,0,0,0,0,-0.21034
2019-07-01,1,1,0,1,0,0,0.01951,0.01817,0,0,0,0,1,-0.33337,0.00989,0,0,0,1,-0.0989
2019-07-02,1,1,0,1,0,0,0.0021,0.01685,0,1,0,1,1,-1.06415,0.01042,1,0,0,1,0.1957
2019-07-03,1,1,0,1,0,0,0.01084,0.01573,0,0,0,1,1,-0.72086,0.01005,1,0,0,1,0.15381
2019-07-04,1,1,0,1,0,0,0.00776,0.01472,0,0,0,1,1,-0.73668,0.00936,0,0,0,1,-0.2603
2019-07-05,1,1,0,1,0,0,0.00204,0.01351,0,0,0,1,1,-0.83145,0.00885,0,0,0,0,-0.23999
2019-07-08,1,1,0,0,0,0,-0.00824,0.01187,0,1,0,1,1,-1.005,0.00919,1,0,0,1,0.05109
2019-07-09,1,1,0,0,0,0,-0.01206,0.01008,0,0,0,1,1,-0.96006,0.00918,0,0,0,1,-0.02118
2019-07-10,1,1,0,0,0,0,-0.01327,0.00835,0,0,0,1,1,-0.87632,0.00794,0,0,0,1,-0.09612
2019-07-11,1,1,0,1,0,0,-0.00549,0.00717,0,0,0,0,1,-0.62589,0.00804,0,0,0,0,-0.09518
2019-07-12,1,1,0,1,0,0,0.00011,0.00646,0,0,0,0,1,-0.4347,0.00806,1,0,0,0,0.11275
2019-07-15,1,1,0,1,1,0,0.00083,0.00589,0,0,0,0,1,-0.37265,0.00826,0,1,0,0,-0.19126
2019-07-16,1,1,0,1,1,0,-0.00121,0.00527,0,0,0,0,1,-0.40134,0.00806,0,1,0,0,-0.02385
2019-07-17,1,1,0,1,1,0,-0.00471,0.00451,0,0,0,0,1,-0.49182,0.00807,0,1,0,0,-0.19699
2019-07-18,1,1,0,1,0,0,-0.00778,0.00364,0,0,0,0,1,-0.56207,0.00818,0,0,0,0,-0.1029
2019-07-19,1,1,0,1,0,0,-0.00445,0.00302,0,0,0,0,1,-0.40207,0.00815,0,0,0,0,-0.31094
2019-07-22,1,1,0,1,0,0,-0.00632,0.00237,0,0,0,0,1,-0.43648,0.00734,0,0,0,1,-0.05334
2019-07-23,1,1,0,1,0,0,-0.00538,0.00183,0,0,0,0,1,-0.36892,0.00735,0,0,0,0,-0.05746
2019-07-24,1,1,0,1,1,0,-0.00129,0.00157,0,0,0,0,1,-0.16557,0.00748,1,1,0,0,0.08574
2019-07-25,1,1,0,1,1,0,-0.00525,0.00112,0,0,0,0,1,-0.32286,0.00718,0,1,0,0,-0.13297
2019-07-26,1,1,0,1,0,0,-0.00732,0.00058,0,0,0,0,1,-0.42594,0.00669,0,0,0,0,-0.26001
2019-07-29,1,1,0,1,1,0,-0.00265,0.00037,0,0,0,0,1,-0.09981,0.00666,0,1,0,0,-0.06136
2019-07-30,0,1,0,0,0,0,-0.00864,-0.00017,0,0,0,0,1,-0.53207,0.00705,1,0,0,1,0.20219
2019-07-31,0,1,0,0,0,0,-0.01041,-0.00077,0,0,0,0,1,-0.69771,0.00666,0,0,0,0,-0.34872
2019-08-01,0,1,0,0,0,0,-0.01298,-0.00146,0,0,0,0,1,-0.95909,0.00639,1,0,0,1,0.05823
2019-08-02,0,1,0,0,0,0,-0.00838,-0.00181,0,0,0,0,1,-0.50803,0.00622,0,0,0,0,-0.20559
2019-08-05,0,1,0,0,0,0,-0.01007,-0.00224,0,0,0,0,1,-0.66272,0.00656,0,0,0,0,-0.00107
2019-08-06,0,1,0,0,0,0,-0.0146,-0.0029,0,1,0,0,1,-1.0249,0.00677,1,0,0,1,0.1926
2019-08-07,0,1,0,0,0,0,-0.02233,-0.00398,0,1,0,0,1,-1.37085,0.00717,0,0,0,0,-0.06121
2019-08-08,0,1,0,0,0,0,-0.02485,-0.0051,0,1,0,1,1,-1.24647,0.00706,1,0,0,0,0.24121
2019-08-09,0,1,0,0,0,0,-0.02698,-0.00624,0,1,0,1,1,-1.16154,0.00674,1,0,0,1,0.06079
2019-08-12,0,1,0,0,0,0,-0.02841,-0.00737,0,1,0,1,1,-1.07952,0.0063,1,0,0,1,0.25479
2019-08-13,0,1,0,0,0,0,-0.02131,-0.00789,0,0,0,1,1,-0.7089,0.00641,1,0,0,1,0.15746
2019-08-14,0,1,0,0,0,0,-0.02581,-0.00873,0,0,0,1,1,-0.83479,0.00681,1,0,0,0,0.09765
2019-08-15,0,1,0,0,0,0,-0.02589,-0.00945,0,0,0,1,1,-0.77422,0.00667,1,0,0,0,0.0395
2019-08-16,0,1,0,0,0,0,-0.0374,-0.01094,0,1,0,1,1,-1.07016,0.00744,1,0,0,1,0.35868
2019-08-19,0,1,0,0,0,0,-0.03959,-0.01234,0,1,0,1,0,-1.00963,0.00763,1,0,0,0,0.23423
2019-08-20,0,1,0,0,0,0,-0.04131,-0.01371,0,0,0,1,0,-0.95328,0.00793,1,0,0,0,0.27841
2019-08-21,0,1,0,0,0,0,-0.04374,-0.01513,0,0,0,1,0,-0.93507,0.00816,0,0,0,1,-0.17216
2019-08-22,0,1,0,0,0,0,-0.03861,-0.01598,0,0,0,1,0,-0.74481,0.00837,1,0,0,0,0.28189
2019-08-23,0,1,0,0,0,0,-0.03809,-0.01678,0,0,0,1,0,-0.6923,0.00782,0,0,0,0,-0.03609
2019-08-26,0,1,0,0,0,0,-0.03766,-0.01748,0,0,0,1,0,-0.6592,0.00757,0,0,0,0,-0.03971
2019-08-27,0,1,0,0,0,0,-0.03479,-0.01789,0,0,0,1,0,-0.56381,0.0072,1,0,0,0,0.10752
2019-08-28,0,1,0,0,0,0,-0.03695,-0.01849,0,0,0,1,0,-0.60536,0.00724,1,0,0,0,0.05872
2019-08-29,0,1,0,0,0,0,-0.03524,-0.01885,0,0,0,1,0,-0.54458,0.00723,0,0,0,0,-0.19576
2019-08-30,0,1,0,0,0,0,-0.033,-0.01903,0,0,0,1,0,-0.48108,0.00729,0,1,0,0,-0.04232
2019-09-02,0,1,0,0,0,0,-0.03744,-0.01959,0,0,0,1,1,-0.62947,0.00715,0,1,0,0,-0.04155
2019-09-03,0,1,0,0,0,0,-0.03477,-0.0198,0,0,0,1,1,-0.55384,0.0067,0,1,0,1,-0.11111
2019-09-04,0,1,0,0,1,0,-0.02859,-0.01954,0,0,0,1,1,-0.33193,0.00692,1,1,0,0,0.05502
